SCHL,SCHG,POVPIP,WKL,FOD1P
19.0,15.0,84.0,1.0,
19.0,15.0,84.0,1.0,
19.0,,289.0,3.0,
19.0,,289.0,3.0,
21.0,,186.0,1.0,3699.0
19.0,,304.0,2.0,
21.0,16.0,384.0,1.0,2304.0
21.0,16.0,384.0,1.0,4801.0
3.0,2.0,384.0,,
2.0,1.0,384.0,,
19.0,,186.0,2.0,
16.0,,186.0,1.0,
5.0,4.0,186.0,,
1.0,,186.0,,
1.0,,186.0,,
16.0,,131.0,3.0,
21.0,,501.0,2.0,6107.0
16.0,,501.0,1.0,
21.0,,211.0,1.0,1901.0
22.0,,501.0,1.0,6203.0
18.0,,501.0,1.0,
3.0,3.0,501.0,,
,,501.0,,
19.0,,342.0,3.0,
22.0,,342.0,1.0,5404.0
11.0,,342.0,,
,,342.0,,
6.0,5.0,342.0,,
16.0,,463.0,1.0,
16.0,,463.0,1.0,
24.0,,83.0,2.0,3301.0
21.0,,501.0,1.0,2599.0
16.0,15.0,501.0,1.0,
23.0,,165.0,2.0,1302.0
10.0,,46.0,3.0,
21.0,,342.0,3.0,2100.0
19.0,,241.0,1.0,
22.0,,99.0,1.0,3600.0
20.0,,114.0,1.0,
22.0,,40.0,1.0,5301.0
21.0,16.0,291.0,1.0,3202.0
21.0,,167.0,2.0,1401.0
21.0,,167.0,1.0,2300.0
7.0,6.0,167.0,,
5.0,4.0,167.0,,
17.0,,45.0,2.0,
16.0,,173.0,3.0,
16.0,,173.0,1.0,
22.0,,501.0,1.0,2102.0
24.0,,501.0,1.0,5007.0
16.0,,501.0,2.0,
16.0,,501.0,3.0,
16.0,,97.0,1.0,
21.0,,501.0,3.0,3401.0
18.0,,501.0,3.0,
17.0,,125.0,2.0,
20.0,,184.0,2.0,
19.0,,422.0,1.0,
19.0,,422.0,1.0,
6.0,5.0,422.0,,
,,422.0,,
21.0,,124.0,1.0,4007.0
20.0,,124.0,1.0,
13.0,13.0,124.0,1.0,
5.0,5.0,124.0,,
1.0,1.0,124.0,,
21.0,,501.0,1.0,1902.0
22.0,,501.0,1.0,6002.0
19.0,,168.0,2.0,
21.0,,418.0,3.0,6104.0
23.0,,418.0,1.0,5003.0
19.0,,0.0,2.0,
16.0,,129.0,3.0,
20.0,,8.0,3.0,
24.0,,501.0,1.0,6107.0
21.0,,501.0,2.0,5502.0
21.0,,501.0,1.0,3301.0
21.0,,293.0,2.0,6108.0
16.0,,456.0,1.0,
18.0,,456.0,1.0,
16.0,,456.0,3.0,
16.0,,449.0,3.0,
19.0,,449.0,2.0,
18.0,,394.0,1.0,
16.0,,394.0,1.0,
19.0,,501.0,1.0,
16.0,,501.0,3.0,
21.0,,501.0,1.0,2901.0
21.0,,501.0,1.0,6211.0
22.0,,9.0,1.0,6203.0
16.0,,449.0,1.0,
18.0,,449.0,1.0,
10.0,9.0,449.0,,
8.0,7.0,449.0,,
18.0,,264.0,3.0,
19.0,,264.0,3.0,
21.0,,250.0,1.0,4901.0
18.0,,250.0,1.0,
11.0,,149.0,2.0,
16.0,,149.0,3.0,
20.0,,468.0,1.0,
21.0,,468.0,1.0,6109.0
12.0,11.0,468.0,,
8.0,8.0,468.0,,
16.0,,207.0,1.0,
19.0,,165.0,1.0,
16.0,,256.0,3.0,
16.0,,256.0,3.0,
19.0,,284.0,3.0,
21.0,,403.0,1.0,6109.0
21.0,,403.0,1.0,6107.0
13.0,12.0,403.0,1.0,
11.0,10.0,403.0,,
9.0,9.0,403.0,,
23.0,,501.0,1.0,3600.0
11.0,11.0,501.0,,
8.0,8.0,501.0,,
17.0,,273.0,1.0,
18.0,,417.0,1.0,
6.0,6.0,273.0,,
22.0,,501.0,1.0,1901.0
23.0,,501.0,3.0,5004.0
16.0,,279.0,1.0,
16.0,,128.0,1.0,
14.0,14.0,279.0,3.0,
16.0,,332.0,1.0,
16.0,,332.0,1.0,
4.0,4.0,332.0,,
23.0,,202.0,2.0,5506.0
21.0,,310.0,2.0,3600.0
21.0,,356.0,2.0,6402.0
22.0,,501.0,1.0,3301.0
22.0,,501.0,1.0,5507.0
16.0,15.0,501.0,1.0,
16.0,,501.0,1.0,
14.0,,407.0,1.0,
13.0,,407.0,1.0,
19.0,,21.0,3.0,
16.0,,18.0,1.0,
12.0,11.0,21.0,,
21.0,,283.0,3.0,3301.0
16.0,,283.0,3.0,
16.0,,154.0,1.0,
16.0,,154.0,3.0,
18.0,,41.0,1.0,
16.0,,210.0,1.0,
9.0,9.0,41.0,,
4.0,4.0,41.0,,
2.0,2.0,41.0,,
17.0,,199.0,1.0,
17.0,,232.0,1.0,
21.0,,501.0,1.0,6099.0
22.0,,501.0,1.0,2102.0
21.0,,501.0,1.0,6108.0
9.0,9.0,501.0,,
6.0,6.0,501.0,,
16.0,,324.0,3.0,
18.0,,324.0,3.0,
16.0,,348.0,1.0,
16.0,,126.0,3.0,
11.0,11.0,348.0,,
22.0,,501.0,2.0,2310.0
21.0,,501.0,2.0,6108.0
24.0,,314.0,3.0,5506.0
21.0,,314.0,3.0,2300.0
17.0,,501.0,1.0,
22.0,,501.0,3.0,4007.0
2.0,,501.0,,
16.0,,214.0,3.0,
24.0,,106.0,1.0,5501.0
19.0,,501.0,3.0,
16.0,,501.0,1.0,
19.0,,501.0,1.0,
20.0,,501.0,1.0,
19.0,15.0,385.0,1.0,
16.0,,385.0,3.0,
19.0,,385.0,1.0,
19.0,15.0,385.0,1.0,
,,385.0,,
19.0,,385.0,1.0,
16.0,14.0,385.0,1.0,
16.0,,0.0,2.0,
17.0,,447.0,1.0,
21.0,,215.0,3.0,4801.0
21.0,,476.0,1.0,6109.0
16.0,,476.0,1.0,
19.0,,229.0,1.0,
16.0,,229.0,2.0,
20.0,,244.0,3.0,
22.0,,244.0,3.0,6200.0
18.0,,93.0,3.0,
18.0,,0.0,3.0,
18.0,,169.0,3.0,
19.0,,116.0,1.0,
9.0,9.0,,,
20.0,,6.0,3.0,
16.0,,6.0,2.0,
16.0,,107.0,3.0,
6.0,6.0,107.0,,
21.0,,501.0,1.0,2304.0
18.0,,501.0,1.0,
21.0,15.0,501.0,1.0,2408.0
16.0,,501.0,1.0,
21.0,,317.0,1.0,6201.0
21.0,,501.0,1.0,2408.0
1.0,,501.0,2.0,
20.0,,388.0,1.0,
21.0,,388.0,1.0,6000.0
16.0,,495.0,2.0,
20.0,,495.0,1.0,
16.0,,495.0,1.0,
20.0,,495.0,3.0,
16.0,,285.0,3.0,
20.0,,0.0,3.0,
20.0,,501.0,1.0,
21.0,,501.0,2.0,6207.0
19.0,,501.0,3.0,
21.0,16.0,359.0,1.0,2305.0
16.0,,359.0,1.0,
10.0,10.0,359.0,,
6.0,6.0,359.0,,
21.0,,346.0,3.0,6201.0
21.0,,346.0,1.0,6000.0
21.0,,234.0,3.0,5506.0
16.0,,269.0,2.0,
16.0,,269.0,2.0,
16.0,,269.0,3.0,
21.0,,479.0,3.0,6206.0
21.0,,419.0,2.0,6200.0
20.0,,419.0,1.0,
19.0,,251.0,3.0,
16.0,,251.0,3.0,
21.0,,501.0,1.0,4801.0
21.0,,210.0,3.0,2304.0
17.0,,124.0,1.0,
1.0,,124.0,,
,,124.0,,
17.0,,171.0,1.0,
4.0,3.0,171.0,,
16.0,,166.0,2.0,
16.0,,166.0,3.0,
19.0,,493.0,1.0,
18.0,,493.0,3.0,
20.0,15.0,493.0,1.0,
14.0,13.0,493.0,3.0,
19.0,,501.0,2.0,
22.0,,501.0,3.0,3600.0
20.0,,501.0,1.0,
16.0,,501.0,1.0,
20.0,,501.0,1.0,
16.0,,501.0,1.0,
21.0,,501.0,1.0,2502.0
23.0,,501.0,1.0,3600.0
22.0,,501.0,1.0,2309.0
21.0,,501.0,1.0,6203.0
21.0,,501.0,1.0,2102.0
21.0,,501.0,1.0,6200.0
16.0,,501.0,3.0,
20.0,,203.0,1.0,
16.0,,203.0,3.0,
16.0,,226.0,3.0,
20.0,,431.0,1.0,
21.0,,431.0,3.0,6402.0
22.0,,501.0,1.0,2414.0
22.0,,501.0,1.0,2305.0
1.0,1.0,501.0,,
22.0,,131.0,1.0,4007.0
16.0,,131.0,2.0,
7.0,6.0,131.0,,
4.0,2.0,131.0,,
,,131.0,,
16.0,,131.0,2.0,
17.0,,11.0,3.0,
16.0,,24.0,1.0,
16.0,,245.0,1.0,
1.0,,,,
16.0,,65.0,3.0,
21.0,,65.0,1.0,5200.0
17.0,,0.0,3.0,
21.0,,195.0,1.0,6203.0
22.0,,501.0,1.0,2301.0
18.0,,501.0,1.0,
20.0,,501.0,2.0,
21.0,,501.0,3.0,2300.0
16.0,,501.0,1.0,
16.0,,50.0,3.0,
19.0,,282.0,1.0,
21.0,,199.0,1.0,2399.0
21.0,,199.0,3.0,4002.0
16.0,,259.0,3.0,
17.0,,259.0,3.0,
17.0,,329.0,3.0,
16.0,,413.0,1.0,
21.0,,301.0,1.0,5500.0
19.0,,218.0,3.0,
16.0,,218.0,3.0,
21.0,,379.0,3.0,6207.0
22.0,,379.0,3.0,6200.0
7.0,7.0,379.0,,
5.0,5.0,379.0,,
16.0,,379.0,3.0,
21.0,,81.0,1.0,2300.0
21.0,,81.0,3.0,2313.0
13.0,12.0,81.0,1.0,
11.0,11.0,81.0,,
9.0,9.0,81.0,,
1.0,2.0,81.0,,
21.0,15.0,501.0,2.0,2602.0
20.0,,501.0,3.0,
16.0,,0.0,3.0,
22.0,,442.0,1.0,6209.0
22.0,,442.0,1.0,5507.0
14.0,14.0,442.0,3.0,
16.0,15.0,442.0,1.0,
22.0,,501.0,1.0,6203.0
19.0,,153.0,3.0,
19.0,,334.0,1.0,
17.0,,320.0,1.0,
18.0,,483.0,1.0,
17.0,,483.0,3.0,
16.0,,126.0,3.0,
22.0,,73.0,3.0,2300.0
17.0,,73.0,3.0,
21.0,,236.0,1.0,6201.0
20.0,,384.0,1.0,
16.0,,288.0,2.0,
16.0,,288.0,1.0,
21.0,,427.0,3.0,1401.0
16.0,,427.0,3.0,
16.0,,185.0,1.0,
19.0,,278.0,1.0,
19.0,,501.0,3.0,
19.0,,501.0,3.0,
15.0,,137.0,1.0,
16.0,,321.0,1.0,
21.0,16.0,321.0,1.0,6199.0
9.0,9.0,321.0,,
13.0,12.0,321.0,3.0,
10.0,10.0,321.0,,
21.0,,321.0,1.0,3302.0
18.0,,287.0,2.0,
19.0,,287.0,2.0,
21.0,,319.0,2.0,6402.0
16.0,,319.0,3.0,
19.0,,171.0,3.0,
16.0,,171.0,3.0,
19.0,15.0,60.0,3.0,
14.0,14.0,0.0,2.0,
23.0,,164.0,1.0,3301.0
16.0,,164.0,1.0,
16.0,,263.0,2.0,
16.0,,263.0,1.0,
23.0,,501.0,1.0,4801.0
21.0,,0.0,3.0,5098.0
4.0,4.0,501.0,,
,,501.0,,
16.0,,0.0,2.0,
20.0,,192.0,1.0,
21.0,16.0,156.0,1.0,6109.0
3.0,3.0,192.0,,
19.0,,330.0,1.0,
19.0,15.0,91.0,1.0,
19.0,15.0,297.0,1.0,
21.0,,434.0,1.0,5200.0
20.0,,434.0,1.0,
7.0,7.0,434.0,,
3.0,3.0,434.0,,
19.0,,501.0,1.0,
1.0,,233.0,1.0,
20.0,,501.0,1.0,
16.0,,501.0,1.0,
16.0,,264.0,1.0,
18.0,,264.0,3.0,
16.0,,264.0,1.0,
14.0,,326.0,1.0,
10.0,,326.0,3.0,
13.0,,326.0,1.0,
21.0,,501.0,1.0,5507.0
16.0,,501.0,1.0,
22.0,,487.0,1.0,2603.0
22.0,,487.0,1.0,2603.0
21.0,,501.0,1.0,6207.0
20.0,,501.0,1.0,
20.0,,340.0,3.0,
17.0,,340.0,3.0,
19.0,,456.0,1.0,
19.0,,82.0,3.0,
18.0,,456.0,1.0,
19.0,15.0,456.0,1.0,
19.0,,331.0,1.0,
21.0,,331.0,1.0,6200.0
3.0,,331.0,,
,,331.0,,
16.0,,331.0,3.0,
21.0,,501.0,1.0,6000.0
21.0,,501.0,1.0,6109.0
21.0,,501.0,1.0,5404.0
16.0,,501.0,1.0,
16.0,,501.0,1.0,
16.0,,501.0,3.0,
16.0,,320.0,1.0,
17.0,,36.0,3.0,
15.0,,274.0,3.0,
21.0,16.0,274.0,1.0,5004.0
17.0,,159.0,1.0,
18.0,,159.0,1.0,
21.0,,112.0,1.0,2106.0
18.0,,240.0,1.0,
14.0,,501.0,3.0,
18.0,,501.0,3.0,
16.0,,335.0,3.0,
19.0,,501.0,1.0,
21.0,,501.0,3.0,4002.0
21.0,,501.0,3.0,6107.0
19.0,,244.0,1.0,
18.0,,244.0,2.0,
19.0,,266.0,1.0,
19.0,,266.0,1.0,
,,266.0,,
16.0,,501.0,1.0,
16.0,,501.0,3.0,
16.0,,307.0,3.0,
16.0,,501.0,1.0,
16.0,,501.0,1.0,
23.0,,501.0,1.0,5506.0
21.0,,501.0,1.0,5004.0
16.0,15.0,501.0,1.0,
14.0,13.0,501.0,1.0,
10.0,9.0,501.0,,
5.0,4.0,501.0,,
22.0,,389.0,1.0,6402.0
14.0,14.0,389.0,1.0,
19.0,,315.0,1.0,
20.0,15.0,315.0,1.0,
16.0,,239.0,2.0,
16.0,,239.0,3.0,
16.0,14.0,239.0,1.0,
20.0,,228.0,3.0,
24.0,,228.0,1.0,6402.0
22.0,,228.0,1.0,5200.0
17.0,,26.0,1.0,
16.0,,26.0,3.0,
22.0,,501.0,3.0,6107.0
23.0,,501.0,3.0,2311.0
22.0,,447.0,1.0,2106.0
16.0,,86.0,1.0,
16.0,,89.0,3.0,
22.0,,501.0,2.0,5404.0
21.0,,501.0,1.0,6000.0
15.0,,159.0,2.0,
16.0,,159.0,1.0,
12.0,12.0,159.0,,
21.0,,382.0,1.0,6109.0
21.0,,375.0,1.0,6206.0
22.0,,501.0,1.0,2304.0
21.0,,501.0,2.0,6203.0
16.0,,501.0,3.0,
20.0,,501.0,2.0,
19.0,,501.0,1.0,
16.0,,501.0,1.0,
18.0,,0.0,2.0,
19.0,,501.0,3.0,
21.0,,501.0,1.0,3301.0
22.0,,501.0,3.0,5200.0
21.0,,462.0,1.0,5200.0
23.0,,462.0,1.0,5506.0
20.0,,286.0,1.0,
18.0,,286.0,1.0,
,,286.0,,
22.0,,501.0,1.0,3301.0
17.0,,228.0,1.0,
16.0,,228.0,1.0,
16.0,,400.0,3.0,
20.0,,400.0,2.0,
14.0,,369.0,1.0,
22.0,,501.0,2.0,1302.0
21.0,,501.0,1.0,1302.0
19.0,,501.0,1.0,
22.0,16.0,501.0,1.0,5200.0
22.0,,501.0,1.0,4007.0
20.0,,501.0,1.0,
21.0,,501.0,1.0,3600.0
21.0,,80.0,1.0,2399.0
20.0,,80.0,2.0,
11.0,,111.0,1.0,
11.0,,111.0,3.0,
10.0,10.0,111.0,,
9.0,10.0,111.0,,
8.0,7.0,111.0,,
4.0,3.0,111.0,,
2.0,2.0,111.0,,
22.0,,358.0,1.0,6000.0
6.0,5.0,358.0,,
,,358.0,,
19.0,,253.0,1.0,
21.0,,484.0,3.0,1902.0
19.0,,501.0,1.0,
21.0,,501.0,1.0,1901.0
21.0,,501.0,3.0,6200.0
20.0,,501.0,1.0,
20.0,,501.0,1.0,
16.0,,486.0,1.0,
16.0,,486.0,1.0,
17.0,,144.0,3.0,
14.0,,144.0,3.0,
16.0,,199.0,1.0,
16.0,,199.0,2.0,
23.0,,470.0,2.0,6106.0
20.0,,470.0,2.0,
21.0,,333.0,1.0,2602.0
21.0,,333.0,1.0,2314.0
21.0,,103.0,1.0,2308.0
20.0,,501.0,1.0,
16.0,,501.0,1.0,
18.0,,323.0,1.0,
20.0,,323.0,1.0,
3.0,3.0,323.0,,
1.0,1.0,323.0,,
20.0,,501.0,1.0,
20.0,,501.0,1.0,
,,501.0,,
19.0,,501.0,3.0,
16.0,,501.0,1.0,
22.0,,210.0,1.0,5502.0
10.0,10.0,210.0,,
16.0,,449.0,3.0,
21.0,,230.0,1.0,1101.0
19.0,,194.0,1.0,
21.0,,501.0,1.0,6000.0
22.0,,501.0,1.0,4007.0
12.0,11.0,501.0,,
18.0,,357.0,2.0,
16.0,,357.0,2.0,
12.0,,91.0,3.0,
20.0,,289.0,3.0,
20.0,,289.0,1.0,
21.0,,289.0,2.0,3301.0
1.0,,0.0,3.0,
20.0,,108.0,1.0,
20.0,,319.0,3.0,
23.0,,319.0,3.0,3609.0
21.0,,501.0,1.0,3600.0
23.0,,501.0,1.0,3600.0
21.0,,501.0,1.0,2300.0
23.0,,451.0,1.0,5301.0
22.0,,265.0,1.0,5502.0
18.0,,246.0,2.0,
21.0,,265.0,1.0,5506.0
20.0,,282.0,1.0,
17.0,,0.0,3.0,
16.0,,0.0,3.0,
17.0,,501.0,1.0,
20.0,,501.0,1.0,
10.0,9.0,501.0,,
5.0,4.0,501.0,,
16.0,,107.0,3.0,
21.0,,331.0,1.0,2408.0
21.0,,331.0,1.0,2307.0
5.0,5.0,331.0,,
,,331.0,,
16.0,,222.0,1.0,
16.0,,222.0,1.0,
4.0,4.0,222.0,,
19.0,,139.0,3.0,
22.0,,255.0,1.0,6102.0
16.0,,473.0,1.0,
,,255.0,,
21.0,,382.0,1.0,6000.0
16.0,,80.0,3.0,
16.0,,73.0,3.0,
1.0,,73.0,3.0,
21.0,,501.0,1.0,6200.0
21.0,,501.0,1.0,5299.0
12.0,11.0,501.0,,
20.0,,176.0,1.0,
21.0,,233.0,1.0,2300.0
16.0,,174.0,1.0,
16.0,,233.0,1.0,
17.0,,331.0,3.0,
16.0,,331.0,2.0,
21.0,,322.0,1.0,1301.0
21.0,,322.0,1.0,5502.0
11.0,10.0,322.0,,
8.0,7.0,322.0,,
18.0,,412.0,1.0,
21.0,,501.0,3.0,5507.0
21.0,,501.0,2.0,5506.0
16.0,,472.0,1.0,
16.0,,472.0,1.0,
16.0,,0.0,3.0,
16.0,,0.0,3.0,
16.0,,128.0,1.0,
21.0,,23.0,3.0,6107.0
19.0,,198.0,1.0,
17.0,,255.0,1.0,
1.0,,198.0,,
16.0,,302.0,1.0,
16.0,,87.0,3.0,
20.0,,141.0,2.0,
22.0,,268.0,1.0,6402.0
22.0,,250.0,1.0,1301.0
23.0,16.0,501.0,1.0,1301.0
21.0,,501.0,1.0,1302.0
21.0,,501.0,1.0,2304.0
6.0,5.0,501.0,,
3.0,2.0,501.0,,
21.0,,501.0,3.0,2417.0
22.0,,501.0,1.0,2312.0
16.0,,177.0,3.0,
16.0,,177.0,3.0,
16.0,,263.0,2.0,
10.0,,263.0,3.0,
17.0,,263.0,3.0,
16.0,,332.0,3.0,
21.0,,332.0,3.0,6200.0
16.0,,27.0,3.0,
21.0,,395.0,2.0,6402.0
22.0,,501.0,1.0,3302.0
22.0,,501.0,2.0,2304.0
21.0,16.0,501.0,1.0,4801.0
21.0,,501.0,1.0,6004.0
19.0,,501.0,1.0,
19.0,,146.0,1.0,
14.0,,272.0,1.0,
20.0,,359.0,3.0,
21.0,,359.0,1.0,1301.0
11.0,11.0,359.0,,
10.0,10.0,359.0,,
12.0,,194.0,3.0,
16.0,,194.0,3.0,
16.0,,134.0,3.0,
19.0,,428.0,1.0,
19.0,,428.0,3.0,
17.0,,428.0,1.0,
21.0,,127.0,3.0,3301.0
16.0,,127.0,1.0,
3.0,3.0,127.0,,
2.0,2.0,127.0,,
1.0,,127.0,,
,,127.0,,
,,127.0,,
18.0,,222.0,1.0,
20.0,,122.0,1.0,
14.0,13.0,122.0,3.0,
17.0,,302.0,1.0,
18.0,,408.0,1.0,
16.0,,408.0,1.0,
21.0,,501.0,1.0,5200.0
22.0,,483.0,3.0,5506.0
24.0,,483.0,1.0,1501.0
22.0,,155.0,1.0,1401.0
20.0,,155.0,2.0,
1.0,,155.0,,
1.0,,155.0,,
,,155.0,,
16.0,,173.0,3.0,
16.0,,173.0,3.0,
16.0,,501.0,1.0,
16.0,,501.0,3.0,
24.0,,432.0,3.0,4901.0
13.0,,67.0,3.0,
14.0,,120.0,3.0,
20.0,,405.0,1.0,
19.0,,405.0,1.0,
19.0,,405.0,1.0,
14.0,13.0,405.0,1.0,
7.0,6.0,405.0,,
21.0,,501.0,1.0,4101.0
20.0,,501.0,1.0,
21.0,16.0,501.0,1.0,2400.0
16.0,,193.0,3.0,
16.0,,193.0,3.0,
23.0,,501.0,2.0,5200.0
23.0,,501.0,3.0,3609.0
16.0,,322.0,2.0,
16.0,,322.0,3.0,
18.0,,501.0,3.0,
22.0,,501.0,1.0,2417.0
21.0,,501.0,1.0,2305.0
23.0,,501.0,1.0,2313.0
13.0,,0.0,3.0,
16.0,,213.0,1.0,
21.0,,501.0,1.0,6200.0
21.0,,501.0,1.0,6107.0
21.0,,459.0,1.0,6203.0
19.0,,265.0,1.0,
16.0,,265.0,1.0,
19.0,,211.0,1.0,
21.0,,117.0,1.0,3600.0
16.0,,0.0,3.0,
24.0,,36.0,3.0,2602.0
21.0,,338.0,2.0,2408.0
19.0,,338.0,3.0,
16.0,,491.0,3.0,
17.0,,491.0,3.0,
16.0,,491.0,1.0,
17.0,,199.0,3.0,
16.0,,199.0,3.0,
17.0,,101.0,3.0,
16.0,,142.0,3.0,
20.0,,142.0,3.0,
16.0,,278.0,1.0,
21.0,,329.0,1.0,3401.0
19.0,,263.0,3.0,
16.0,,182.0,3.0,
16.0,,182.0,3.0,
21.0,,501.0,1.0,6201.0
21.0,,501.0,1.0,6004.0
16.0,,271.0,3.0,
6.0,,271.0,3.0,
16.0,,108.0,3.0,
17.0,,108.0,1.0,
10.0,10.0,108.0,,
6.0,6.0,108.0,,
6.0,6.0,108.0,,
,,108.0,,
16.0,,0.0,3.0,
16.0,,177.0,3.0,
19.0,,300.0,3.0,
20.0,,282.0,1.0,
16.0,,240.0,1.0,
24.0,,501.0,3.0,5004.0
24.0,,501.0,3.0,3600.0
16.0,,90.0,2.0,
16.0,,173.0,1.0,
21.0,,182.0,3.0,5506.0
16.0,,501.0,1.0,
16.0,,501.0,1.0,
16.0,,501.0,1.0,
16.0,15.0,141.0,1.0,
11.0,,498.0,1.0,
11.0,,498.0,3.0,
19.0,,281.0,1.0,
18.0,,281.0,1.0,
11.0,10.0,281.0,,
3.0,2.0,281.0,,
20.0,,367.0,1.0,
16.0,,367.0,1.0,
12.0,11.0,367.0,,
11.0,10.0,367.0,,
8.0,7.0,367.0,,
16.0,,424.0,3.0,
22.0,,326.0,1.0,6109.0
20.0,,326.0,3.0,
16.0,,446.0,1.0,
18.0,,446.0,1.0,
,,446.0,,
17.0,,365.0,1.0,
20.0,,365.0,1.0,
9.0,8.0,365.0,,
4.0,3.0,365.0,,
20.0,,73.0,2.0,
21.0,,501.0,3.0,3700.0
18.0,,181.0,3.0,
20.0,,181.0,3.0,
16.0,,407.0,1.0,
16.0,,407.0,1.0,
18.0,,213.0,3.0,
15.0,,111.0,1.0,
16.0,,214.0,2.0,
16.0,,214.0,1.0,
20.0,,318.0,3.0,
16.0,,316.0,3.0,
22.0,,384.0,1.0,3301.0
21.0,,135.0,1.0,3301.0
,,384.0,,
20.0,,501.0,3.0,
21.0,,501.0,2.0,1100.0
11.0,,185.0,3.0,
11.0,,185.0,3.0,
20.0,,501.0,1.0,
19.0,,501.0,3.0,
22.0,,78.0,1.0,3301.0
16.0,,211.0,1.0,
2.0,1.0,78.0,,
16.0,,120.0,3.0,
16.0,,120.0,1.0,
17.0,,501.0,3.0,
22.0,,501.0,1.0,3301.0
22.0,,501.0,3.0,2399.0
21.0,,501.0,2.0,2313.0
16.0,,164.0,3.0,
21.0,,501.0,1.0,5506.0
19.0,,501.0,1.0,
19.0,,337.0,3.0,
19.0,,337.0,1.0,
,,337.0,,
19.0,15.0,337.0,1.0,
,,,,
16.0,,201.0,1.0,
16.0,,201.0,3.0,
20.0,,340.0,1.0,
22.0,,501.0,1.0,6206.0
19.0,,501.0,1.0,
,,501.0,,
8.0,7.0,501.0,,
24.0,,501.0,3.0,1501.0
23.0,,501.0,3.0,2602.0
19.0,,243.0,3.0,
18.0,,243.0,3.0,
21.0,,501.0,1.0,5301.0
22.0,16.0,501.0,1.0,6107.0
16.0,,501.0,1.0,
16.0,,501.0,1.0,
20.0,,149.0,1.0,
20.0,,149.0,1.0,
8.0,8.0,149.0,,
6.0,6.0,149.0,,
3.0,3.0,149.0,,
2.0,1.0,149.0,,
21.0,,501.0,1.0,6107.0
20.0,,501.0,1.0,
,,501.0,,
20.0,,175.0,3.0,
16.0,,175.0,3.0,
19.0,,501.0,1.0,
19.0,,0.0,3.0,
21.0,,87.0,2.0,5200.0
16.0,,501.0,1.0,
21.0,,501.0,1.0,3301.0
22.0,,501.0,1.0,6109.0
4.0,4.0,501.0,,
,,501.0,,
21.0,,499.0,1.0,2304.0
18.0,,499.0,2.0,
16.0,,499.0,1.0,
21.0,,499.0,1.0,1901.0
21.0,,86.0,3.0,6000.0
20.0,,231.0,2.0,
16.0,,501.0,1.0,
20.0,,501.0,3.0,
21.0,,174.0,2.0,3301.0
16.0,,107.0,3.0,
21.0,,432.0,1.0,6402.0
19.0,,432.0,1.0,
22.0,,459.0,1.0,4007.0
19.0,,459.0,1.0,
15.0,,459.0,3.0,
19.0,,108.0,3.0,
17.0,,406.0,3.0,
16.0,,406.0,1.0,
13.0,12.0,406.0,3.0,
16.0,,14.0,2.0,
19.0,,14.0,1.0,
4.0,4.0,14.0,,
20.0,,449.0,1.0,
22.0,,449.0,1.0,6109.0
16.0,,229.0,1.0,
18.0,,298.0,1.0,
19.0,,148.0,2.0,
19.0,15.0,148.0,1.0,
11.0,11.0,148.0,,
1.0,2.0,148.0,,
,,148.0,,
21.0,,248.0,1.0,5506.0
16.0,,142.0,3.0,
16.0,,142.0,2.0,
17.0,,291.0,2.0,
17.0,,291.0,3.0,
16.0,,291.0,1.0,
21.0,,198.0,1.0,1903.0
21.0,,334.0,1.0,2105.0
18.0,,334.0,1.0,
13.0,12.0,334.0,,
11.0,10.0,334.0,,
12.0,,224.0,3.0,
16.0,,224.0,3.0,
16.0,,224.0,3.0,
23.0,,501.0,1.0,3301.0
19.0,,501.0,1.0,
22.0,,501.0,1.0,5200.0
17.0,,143.0,1.0,
22.0,,188.0,3.0,3301.0
19.0,,272.0,1.0,
19.0,,501.0,1.0,
19.0,,501.0,1.0,
21.0,,443.0,1.0,2414.0
19.0,,443.0,3.0,
20.0,,270.0,1.0,
19.0,,501.0,1.0,
16.0,,501.0,1.0,
21.0,,274.0,1.0,5200.0
19.0,,274.0,3.0,
18.0,,57.0,3.0,
16.0,,363.0,1.0,
16.0,,363.0,2.0,
19.0,,363.0,1.0,
20.0,15.0,501.0,1.0,
16.0,,501.0,1.0,
21.0,,501.0,1.0,4801.0
16.0,,136.0,3.0,
16.0,,212.0,1.0,
21.0,,405.0,3.0,2300.0
22.0,,291.0,1.0,6007.0
16.0,,291.0,1.0,
11.0,10.0,291.0,,
6.0,5.0,291.0,,
16.0,,140.0,2.0,
13.0,,385.0,1.0,
20.0,,394.0,3.0,
21.0,,394.0,3.0,3606.0
16.0,,136.0,3.0,
19.0,,501.0,1.0,
16.0,,501.0,1.0,
18.0,,0.0,3.0,
18.0,,199.0,1.0,
18.0,,501.0,1.0,
19.0,,501.0,1.0,
22.0,,501.0,1.0,1901.0
23.0,,501.0,3.0,5301.0
16.0,,190.0,3.0,
19.0,,190.0,1.0,
1.0,,190.0,,
17.0,,319.0,3.0,
16.0,,319.0,3.0,
18.0,,290.0,1.0,
16.0,,166.0,1.0,
21.0,,100.0,1.0,5301.0
19.0,,226.0,3.0,
16.0,,226.0,3.0,
16.0,,226.0,3.0,
16.0,,501.0,3.0,
19.0,,501.0,3.0,
23.0,,449.0,1.0,3606.0
20.0,,501.0,1.0,
16.0,,501.0,1.0,
20.0,,501.0,1.0,
16.0,,501.0,1.0,
19.0,,437.0,1.0,
